edicao,coluna,tipo,pct_nulo,classificacao_nulo
2023-2024,quais_as_ferramentas_tecnologias_de_etl_que_voce_utiliza_no_trabalho_como_data_engineer_sql_server_integration_services_ssis,binaria_multiselect,82.8,grupo_nao_exibido_ao_respondente
2023-2024,quais_as_ferramentas_tecnologias_de_etl_que_voce_utiliza_no_trabalho_como_data_engineer_sas_data_integration,binaria_multiselect,82.8,grupo_nao_exibido_ao_respondente
2023-2024,quais_as_ferramentas_tecnologias_de_etl_que_voce_utiliza_no_trabalho_como_data_engineer_qlik_sense,binaria_multiselect,82.8,grupo_nao_exibido_ao_respondente
2023-2024,quais_as_ferramentas_tecnologias_de_etl_que_voce_utiliza_no_trabalho_como_data_engineer_knime,binaria_multiselect,82.8,grupo_nao_exibido_ao_respondente
2023-2024,quais_as_ferramentas_tecnologias_de_etl_que_voce_utiliza_no_trabalho_como_data_engineer_databricks,binaria_multiselect,82.8,grupo_nao_exibido_ao_respondente
2023-2024,quais_as_ferramentas_tecnologias_de_etl_que_voce_utiliza_no_trabalho_como_data_engineer_nao_utilizo_ferramentas_de_etl,binaria_multiselect,82.8,grupo_nao_exibido_ao_respondente
2023-2024,em_qual_das_opcoes_abaixo_voce_gasta_a_maior_parte_do_seu_tempo_desenvolvendo_pipelines_de_dados_utilizando_linguagens_de_programacao_como_python_scala_java_etc,binaria_multiselect,82.8,grupo_nao_exibido_ao_respondente
2023-2024,em_qual_das_opcoes_abaixo_voce_gasta_a_maior_parte_do_seu_tempo_realizando_construcoes_de_etl's_em_ferramentas_como_pentaho_talend_dataflow_etc,binaria_multiselect,82.8,grupo_nao_exibido_ao_respondente
2023-2024,em_qual_das_opcoes_abaixo_voce_gasta_a_maior_parte_do_seu_tempo_criando_consultas_atraves_da_linguagem_sql_para_exportar_informacoes_e_compartilhar_com_as_areas_de_negocio,binaria_multiselect,82.8,grupo_nao_exibido_ao_respondente
2023-2024,em_qual_das_opcoes_abaixo_voce_gasta_a_maior_parte_do_seu_tempo_atuando_na_integracao_de_diferentes_fontes_de_dados_atraves_de_plataformas_proprietarias_como_stitch_data_fivetran_etc,binaria_multiselect,82.8,grupo_nao_exibido_ao_respondente
2023-2024,em_qual_das_opcoes_abaixo_voce_gasta_a_maior_parte_do_seu_tempo_modelando_solucoes_de_arquitetura_de_dados_criando_componentes_de_ingestao_de_dados_transformacao_e_recuperacao_da_informacao,binaria_multiselect,82.8,grupo_nao_exibido_ao_respondente
2023-2024,em_qual_das_opcoes_abaixo_voce_gasta_a_maior_parte_do_seu_tempo_desenvolvendo_cuidando_da_manutencao_de_repositorios_de_dados_baseados_em_streaming_de_eventos_como_data_lakes_e_data_lakehouses,binaria_multiselect,82.8,grupo_nao_exibido_ao_respondente
2023-2024,em_qual_das_opcoes_abaixo_voce_gasta_a_maior_parte_do_seu_tempo_atuando_na_modelagem_dos_dados_com_o_objetivo_de_criar_conjuntos_de_dados_como_data_warehouses_data_marts_etc,binaria_multiselect,82.8,grupo_nao_exibido_ao_respondente
2023-2024,em_qual_das_opcoes_abaixo_voce_gasta_a_maior_parte_do_seu_tempo_cuidando_da_qualidade_dos_dados_metadados_e_dicionario_de_dados,binaria_multiselect,82.8,grupo_nao_exibido_ao_respondente
2023-2024,em_qual_das_opcoes_abaixo_voce_gasta_a_maior_parte_do_seu_tempo_nenhuma_das_opcoes_listadas_refletem_meu_dia_a_dia,binaria_multiselect,82.8,grupo_nao_exibido_ao_respondente
2023-2024,sua_organizacao_possui_um_data_lake,binaria_multiselect,82.8,grupo_nao_exibido_ao_respondente
2023-2024,sua_organizacao_possui_um_data_warehouse,binaria_multiselect,82.8,grupo_nao_exibido_ao_respondente
2023-2024,regiao_de_origem,categorica_escolha_unica,79.9,condicional_ao_perfil
2023-2024,aspectos_prejudicados_quantidade_de_oportunidades_de_emprego_vagas_recebidas,binaria_multiselect,76.5,grupo_nao_exibido_ao_respondente
2023-2024,aspectos_prejudicados_senioridade_das_vagas_recebidas_em_relacao_a_sua_experiencia,binaria_multiselect,76.5,grupo_nao_exibido_ao_respondente
2023-2024,aspectos_prejudicados_aprovacao_em_processos_seletivos_entrevistas,binaria_multiselect,76.5,grupo_nao_exibido_ao_respondente
2023-2024,aspectos_prejudicados_oportunidades_de_progressao_de_carreira,binaria_multiselect,76.5,grupo_nao_exibido_ao_respondente
2023-2024,aspectos_prejudicados_velocidade_de_progressao_de_carreira,binaria_multiselect,76.5,grupo_nao_exibido_ao_respondente
2023-2024,aspectos_prejudicados_nivel_de_cobranca_no_trabalho_stress_no_trabalho,binaria_multiselect,76.5,grupo_nao_exibido_ao_respondente
2023-2024,aspectos_prejudicados_atencao_dada_diante_das_minhas_opinioes_e_ideias,binaria_multiselect,76.5,grupo_nao_exibido_ao_respondente
2023-2024,aspectos_prejudicados_relacao_com_outros_membros_da_empresa_em_momentos_de_trabalho,binaria_multiselect,76.5,grupo_nao_exibido_ao_respondente
2023-2024,aspectos_prejudicados_relacao_com_outros_membros_da_empresa_em_momentos_de_integracao_e_outros_momentos_fora_do_trabalho,binaria_multiselect,76.5,grupo_nao_exibido_ao_respondente
2023-2024,qual_o_principal_motivo_da_sua_insatisfacao_com_a_empresa_atual_falta_de_oportunidade_de_crescimento_no_emprego_atual,binaria_multiselect,75.1,grupo_nao_exibido_ao_respondente
2023-2024,qual_o_principal_motivo_da_sua_insatisfacao_com_a_empresa_atual_salario_atual_nao_corresponde_ao_mercado,binaria_multiselect,75.1,grupo_nao_exibido_ao_respondente
2023-2024,qual_o_principal_motivo_da_sua_insatisfacao_com_a_empresa_atual_nao_tenho_uma_boa_relacao_com_meu_lider_gestor,binaria_multiselect,75.1,grupo_nao_exibido_ao_respondente
2023-2024,qual_o_principal_motivo_da_sua_insatisfacao_com_a_empresa_atual_gostaria_de_trabalhar_em_em_outra_area_de_atuacao,binaria_multiselect,75.1,grupo_nao_exibido_ao_respondente
2023-2024,qual_o_principal_motivo_da_sua_insatisfacao_com_a_empresa_atual_gostaria_de_receber_mais_beneficios,binaria_multiselect,75.1,grupo_nao_exibido_ao_respondente
2023-2024,qual_o_principal_motivo_da_sua_insatisfacao_com_a_empresa_atual_o_clima_de_trabalho_ambiente_nao_e_bom,binaria_multiselect,75.1,grupo_nao_exibido_ao_respondente
2023-2024,qual_o_principal_motivo_da_sua_insatisfacao_com_a_empresa_atual_falta_de_maturidade_analitica_na_empresa,binaria_multiselect,75.1,grupo_nao_exibido_ao_respondente
2023-2024,quais_as_ferramentas_tecnologias_de_etl_que_voce_utiliza_no_trabalho_como_data_analyst_scripts_python,binaria_multiselect,66.1,grupo_nao_exibido_ao_respondente
2023-2024,quais_as_ferramentas_tecnologias_de_etl_que_voce_utiliza_no_trabalho_como_data_analyst_sql_&_stored_procedures,binaria_multiselect,66.1,grupo_nao_exibido_ao_respondente
2023-2024,quais_as_ferramentas_tecnologias_de_etl_que_voce_utiliza_no_trabalho_como_data_analyst_apache_airflow,binaria_multiselect,66.1,grupo_nao_exibido_ao_respondente
2023-2024,quais_as_ferramentas_tecnologias_de_etl_que_voce_utiliza_no_trabalho_como_data_analyst_apache_nifi,binaria_multiselect,66.1,grupo_nao_exibido_ao_respondente
2023-2024,quais_as_ferramentas_tecnologias_de_etl_que_voce_utiliza_no_trabalho_como_data_analyst_luigi,binaria_multiselect,66.1,grupo_nao_exibido_ao_respondente
2023-2024,quais_as_ferramentas_tecnologias_de_etl_que_voce_utiliza_no_trabalho_como_data_analyst_aws_glue,binaria_multiselect,66.1,grupo_nao_exibido_ao_respondente
2023-2024,quais_as_ferramentas_tecnologias_de_etl_que_voce_utiliza_no_trabalho_como_data_analyst_talend,binaria_multiselect,66.1,grupo_nao_exibido_ao_respondente
2023-2024,quais_as_ferramentas_tecnologias_de_etl_que_voce_utiliza_no_trabalho_como_data_analyst_pentaho,binaria_multiselect,66.1,grupo_nao_exibido_ao_respondente
2023-2024,quais_as_ferramentas_tecnologias_de_etl_que_voce_utiliza_no_trabalho_como_data_analyst_alteryx,binaria_multiselect,66.1,grupo_nao_exibido_ao_respondente
2023-2024,quais_as_ferramentas_tecnologias_de_etl_que_voce_utiliza_no_trabalho_como_data_analyst_stitch,binaria_multiselect,66.1,grupo_nao_exibido_ao_respondente
2023-2024,quais_as_ferramentas_tecnologias_de_etl_que_voce_utiliza_no_trabalho_como_data_analyst_fivetran,binaria_multiselect,66.1,grupo_nao_exibido_ao_respondente
2023-2024,quais_as_ferramentas_tecnologias_de_etl_que_voce_utiliza_no_trabalho_como_data_analyst_google_dataflow,binaria_multiselect,66.1,grupo_nao_exibido_ao_respondente
2023-2024,quais_as_ferramentas_tecnologias_de_etl_que_voce_utiliza_no_trabalho_como_data_analyst_oracle_data_integrator,binaria_multiselect,66.1,grupo_nao_exibido_ao_respondente
2023-2024,quais_as_ferramentas_tecnologias_de_etl_que_voce_utiliza_no_trabalho_como_data_analyst_ibm_datastage,binaria_multiselect,66.1,grupo_nao_exibido_ao_respondente
2023-2024,quais_as_ferramentas_tecnologias_de_etl_que_voce_utiliza_no_trabalho_como_data_analyst_sap_bw_etl,binaria_multiselect,66.1,grupo_nao_exibido_ao_respondente
2023-2024,quais_as_ferramentas_tecnologias_de_etl_que_voce_utiliza_no_trabalho_como_data_analyst_sql_server_integration_services_ssis,binaria_multiselect,66.1,grupo_nao_exibido_ao_respondente
2023-2024,quais_as_ferramentas_tecnologias_de_etl_que_voce_utiliza_no_trabalho_como_data_analyst_sas_data_integration,binaria_multiselect,66.1,grupo_nao_exibido_ao_respondente
2023-2024,quais_as_ferramentas_tecnologias_de_etl_que_voce_utiliza_no_trabalho_como_data_analyst_qlik_sense,binaria_multiselect,66.1,grupo_nao_exibido_ao_respondente
2023-2024,quais_as_ferramentas_tecnologias_de_etl_que_voce_utiliza_no_trabalho_como_data_analyst_knime,binaria_multiselect,66.1,grupo_nao_exibido_ao_respondente
2023-2024,quais_as_ferramentas_tecnologias_de_etl_que_voce_utiliza_no_trabalho_como_data_analyst_databricks,binaria_multiselect,66.1,grupo_nao_exibido_ao_respondente
2023-2024,quais_as_ferramentas_tecnologias_de_etl_que_voce_utiliza_no_trabalho_como_data_analyst_nao_utilizo_ferramentas_de_etl,binaria_multiselect,66.1,grupo_nao_exibido_ao_respondente
2023-2024,sua_empresa_utiliza_alguma_das_ferramentas_listadas_para_dar_mais_autonomia_em_analise_de_dados_para_as_areas_de_negocio_ferramentas_de_automl_como_h2oai_data_robot_bigml_etc,binaria_multiselect,66.1,grupo_nao_exibido_ao_respondente
2023-2024,"sua_empresa_utiliza_alguma_das_ferramentas_listadas_para_dar_mais_autonomia_em_analise_de_dados_para_as_areas_de_negocio_""""point_and_click""""_analytics_como_alteryx_knime_rapidminer_etc",binaria_multiselect,66.1,grupo_nao_exibido_ao_respondente
2023-2024,sua_empresa_utiliza_alguma_das_ferramentas_listadas_para_dar_mais_autonomia_em_analise_de_dados_para_as_areas_de_negocio_product_metricts_&_insights_como_mixpanel_amplitude_adobe_analytics,binaria_multiselect,66.1,grupo_nao_exibido_ao_respondente
2023-2024,sua_empresa_utiliza_alguma_das_ferramentas_listadas_para_dar_mais_autonomia_em_analise_de_dados_para_as_areas_de_negocio_ferramentas_de_analise_dentro_de_ferramentas_de_crm_como_salesforce_einstein_anaytics_ou_zendesk_dashboards,binaria_multiselect,66.1,grupo_nao_exibido_ao_respondente
2023-2024,sua_empresa_utiliza_alguma_das_ferramentas_listadas_para_dar_mais_autonomia_em_analise_de_dados_para_as_areas_de_negocio_minha_empresa_nao_utiliza_essas_ferramentas,binaria_multiselect,66.1,grupo_nao_exibido_ao_respondente
2023-2024,sua_empresa_utiliza_alguma_das_ferramentas_listadas_para_dar_mais_autonomia_em_analise_de_dados_para_as_areas_de_negocio_nao_sei_informar,binaria_multiselect,66.1,grupo_nao_exibido_ao_respondente
2023-2024,em_qual_das_opcoes_abaixo_voce_gasta_a_maior_parte_do_seu_tempo_de_trabalho_processando_e_analisando_dados_utilizando_linguagens_de_programacao_como_python_r_etc,binaria_multiselect,66.1,grupo_nao_exibido_ao_respondente
2023-2024,em_qual_das_opcoes_abaixo_voce_gasta_a_maior_parte_do_seu_tempo_de_trabalho_realizando_construcoes_de_dashboards_em_ferramentas_de_bi_como_powerbi_tableau_looker_qlik_etc,binaria_multiselect,66.1,grupo_nao_exibido_ao_respondente
2023-2024,em_qual_das_opcoes_abaixo_voce_gasta_a_maior_parte_do_seu_tempo_de_trabalho_criando_consultas_atraves_da_linguagem_sql_para_exportar_informacoes_e_compartilhar_com_as_areas_de_negocio,binaria_multiselect,66.1,grupo_nao_exibido_ao_respondente
2023-2024,em_qual_das_opcoes_abaixo_voce_gasta_a_maior_parte_do_seu_tempo_de_trabalho_utilizando_api's_para_extrair_dados_e_complementar_minhas_analises,binaria_multiselect,66.1,grupo_nao_exibido_ao_respondente
2023-2024,em_qual_das_opcoes_abaixo_voce_gasta_a_maior_parte_do_seu_tempo_de_trabalho_realizando_experimentos_e_estudos_utilizando_metodologias_estatisticas_como_teste_de_hipotese_modelos_de_regressao_etc,binaria_multiselect,66.1,grupo_nao_exibido_ao_respondente
2023-2024,em_qual_das_opcoes_abaixo_voce_gasta_a_maior_parte_do_seu_tempo_de_trabalho_desenvolvendo_cuidando_da_manutencao_de_etl's_utilizando_tecnologias_como_talend_pentaho_airflow_dataflow_etc,binaria_multiselect,66.1,grupo_nao_exibido_ao_respondente
2023-2024,em_qual_das_opcoes_abaixo_voce_gasta_a_maior_parte_do_seu_tempo_de_trabalho_atuando_na_modelagem_dos_dados_com_o_objetivo_de_criar_conjuntos_de_dados_data_warehouses_data_marts_etc,binaria_multiselect,66.1,grupo_nao_exibido_ao_respondente
2023-2024,em_qual_das_opcoes_abaixo_voce_gasta_a_maior_parte_do_seu_tempo_de_trabalho_desenvolvendo_cuidando_da_manutencao_de_planilhas_do_excel_ou_google_sheets_para_atender_as_areas_de_negocio,binaria_multiselect,66.1,grupo_nao_exibido_ao_respondente
2023-2024,em_qual_das_opcoes_abaixo_voce_gasta_a_maior_parte_do_seu_tempo_de_trabalho_utilizando_ferramentas_avancadas_de_estatistica_como_sas_spss_stata_etc_para_realizar_analises,binaria_multiselect,66.1,grupo_nao_exibido_ao_respondente
2023-2024,em_qual_das_opcoes_abaixo_voce_gasta_a_maior_parte_do_seu_tempo_de_trabalho_nenhuma_das_opcoes_listadas_refletem_meu_dia_a_dia,binaria_multiselect,66.1,grupo_nao_exibido_ao_respondente
2023-2024,quais_das_opcoes_abaixo_fazem_parte_da_sua_rotina_no_trabalho_atual_com_analise_de_dados,categorica_escolha_unica,66.1,condicional_ao_perfil
2023-2024,processo_e_analiso_dados_utilizando_linguagens_de_programacao_como_python_r_etc,binaria_multiselect,66.1,grupo_nao_exibido_ao_respondente
2023-2024,realizo_construcoes_de_dashboards_em_ferramentas_de_bi_como_powerbi_tableau_looker_qlik_etc,binaria_multiselect,66.1,grupo_nao_exibido_ao_respondente
2023-2024,crio_consultas_atraves_da_linguagem_sql_para_exportar_informacoes_e_compartilhar_com_as_areas_de_negocio,binaria_multiselect,66.1,grupo_nao_exibido_ao_respondente
2023-2024,utilizo_api's_para_extrair_dados_e_complementar_minhas_analises,binaria_multiselect,66.1,grupo_nao_exibido_ao_respondente
2023-2024,realizo_experimentos_e_estudos_utilizando_metodologias_estatisticas_como_teste_de_hipotese_modelos_de_regressao_etc,binaria_multiselect,66.1,grupo_nao_exibido_ao_respondente
2023-2024,desenvolvo_cuido_da_manutencao_de_etl's_utilizando_tecnologias_como_talend_pentaho_airflow_dataflow_etc,binaria_multiselect,66.1,grupo_nao_exibido_ao_respondente
2023-2024,atuo_na_modelagem_dos_dados_com_o_objetivo_de_criar_conjuntos_de_dados_data_warehouses_data_marts_etc,binaria_multiselect,66.1,grupo_nao_exibido_ao_respondente
2023-2024,desenvolvo_cuido_da_manutencao_de_planilhas_para_atender_as_areas_de_negocio,binaria_multiselect,66.1,grupo_nao_exibido_ao_respondente
2023-2024,utilizo_ferramentas_avancadas_de_estatistica_como_sass_pss_stata_etc,binaria_multiselect,66.1,grupo_nao_exibido_ao_respondente
2023-2024,nenhuma_das_opcoes_listadas_refletem_meu_dia_a_dia,binaria_multiselect,66.1,grupo_nao_exibido_ao_respondente
2023-2024,experiencia_profissional_prejudicada_nao_acredito_que_minha_experiencia_profissional_seja_afetada,binaria_multiselect,48.6,grupo_nao_exibido_ao_respondente
2023-2024,experiencia_profissional_prejudicada_experiencia_prejudicada_devido_a_minha_cor_raca_etnia,binaria_multiselect,48.6,grupo_nao_exibido_ao_respondente
2023-2024,experiencia_profissional_prejudicada_experiencia_prejudicada_devido_a_minha_identidade_de_genero,binaria_multiselect,48.6,grupo_nao_exibido_ao_respondente
2023-2024,experiencia_profissional_prejudicada_experiencia_prejudicada_devido_ao_fato_de_ser_pcd,binaria_multiselect,48.6,grupo_nao_exibido_ao_respondente
2023-2024,dentre_as_opcoes_listadas_qual_sua_cloud_preferida_azure_microsoft,binaria_multiselect,31.7,grupo_nao_exibido_ao_respondente
2023-2024,dentre_as_opcoes_listadas_qual_sua_cloud_preferida_amazon_web_services_aws,binaria_multiselect,31.7,grupo_nao_exibido_ao_respondente
2023-2024,dentre_as_opcoes_listadas_qual_sua_cloud_preferida_google_cloud_gcp,binaria_multiselect,31.7,grupo_nao_exibido_ao_respondente
2023-2024,dentre_as_opcoes_listadas_qual_sua_cloud_preferida_oracle_cloud,binaria_multiselect,31.7,grupo_nao_exibido_ao_respondente
2023-2024,dentre_as_opcoes_listadas_qual_sua_cloud_preferida_ibm,binaria_multiselect,31.7,grupo_nao_exibido_ao_respondente
2023-2024,dentre_as_opcoes_listadas_qual_sua_cloud_preferida_servidores_on_premise_nao_utilizamos_cloud,binaria_multiselect,31.7,grupo_nao_exibido_ao_respondente
2023-2024,dentre_as_opcoes_listadas_qual_sua_cloud_preferida_cloud_propria,binaria_multiselect,31.7,grupo_nao_exibido_ao_respondente
2023-2024,entre_as_linguagens_listadas_abaixo_qual_e_a_sua_preferida,categorica_escolha_unica,29.2,condicional_ao_perfil
2023-2024,mesmo_que_esse_nao_seja_seu_cargo_formal_voce_considera_que_sua_atuacao_no_dia_a_dia_reflete_alguma_das_opcoes_listadas_abaixo,categorica_escolha_unica,29.1,condicional_ao_perfil
2023-2024,quais_das_fontes_de_dados_listadas_voce_ja_analisou_ou_processou_no_trabalho_dados_relacionais_estruturados_em_bancos_sql,binaria_multiselect,28.7,grupo_nao_exibido_ao_respondente
2023-2024,quais_das_fontes_de_dados_listadas_voce_ja_analisou_ou_processou_no_trabalho_dados_armazenados_em_bancos_nosql,binaria_multiselect,28.7,grupo_nao_exibido_ao_respondente
2023-2024,quais_das_fontes_de_dados_listadas_voce_ja_analisou_ou_processou_no_trabalho_imagens,binaria_multiselect,28.7,grupo_nao_exibido_ao_respondente
2023-2024,quais_das_fontes_de_dados_listadas_voce_ja_analisou_ou_processou_no_trabalho_textos_documentos,binaria_multiselect,28.7,grupo_nao_exibido_ao_respondente
2023-2024,quais_das_fontes_de_dados_listadas_voce_ja_analisou_ou_processou_no_trabalho_videos,binaria_multiselect,28.7,grupo_nao_exibido_ao_respondente
2023-2024,quais_das_fontes_de_dados_listadas_voce_ja_analisou_ou_processou_no_trabalho_audios,binaria_multiselect,28.7,grupo_nao_exibido_ao_respondente
2023-2024,quais_das_fontes_de_dados_listadas_voce_ja_analisou_ou_processou_no_trabalho_planilhas,binaria_multiselect,28.7,grupo_nao_exibido_ao_respondente
2023-2024,quais_das_fontes_de_dados_listadas_voce_ja_analisou_ou_processou_no_trabalho_dados_georeferenciados,binaria_multiselect,28.7,grupo_nao_exibido_ao_respondente
2023-2024,entre_as_fontes_de_dados_listadas_quais_voce_utiliza_na_maior_parte_do_tempo_dados_relacionais_estruturados_em_bancos_sql,binaria_multiselect,28.7,grupo_nao_exibido_ao_respondente
2023-2024,entre_as_fontes_de_dados_listadas_quais_voce_utiliza_na_maior_parte_do_tempo_dados_armazenados_em_bancos_nosql,binaria_multiselect,28.7,grupo_nao_exibido_ao_respondente
2023-2024,entre_as_fontes_de_dados_listadas_quais_voce_utiliza_na_maior_parte_do_tempo_imagens,binaria_multiselect,28.7,grupo_nao_exibido_ao_respondente
2023-2024,entre_as_fontes_de_dados_listadas_quais_voce_utiliza_na_maior_parte_do_tempo_textos_documentos,binaria_multiselect,28.7,grupo_nao_exibido_ao_respondente
2023-2024,entre_as_fontes_de_dados_listadas_quais_voce_utiliza_na_maior_parte_do_tempo_videos,binaria_multiselect,28.7,grupo_nao_exibido_ao_respondente
2023-2024,entre_as_fontes_de_dados_listadas_quais_voce_utiliza_na_maior_parte_do_tempo_audios,binaria_multiselect,28.7,grupo_nao_exibido_ao_respondente
2023-2024,entre_as_fontes_de_dados_listadas_quais_voce_utiliza_na_maior_parte_do_tempo_planilhas,binaria_multiselect,28.7,grupo_nao_exibido_ao_respondente
2023-2024,entre_as_fontes_de_dados_listadas_quais_voce_utiliza_na_maior_parte_do_tempo_dados_georeferenciados,binaria_multiselect,28.7,grupo_nao_exibido_ao_respondente
2023-2024,quais_das_linguagens_listadas_abaixo_voce_utiliza_no_trabalho_sql,binaria_multiselect,28.7,grupo_nao_exibido_ao_respondente
2023-2024,quais_das_linguagens_listadas_abaixo_voce_utiliza_no_trabalho_r,binaria_multiselect,28.7,grupo_nao_exibido_ao_respondente
2023-2024,quais_das_linguagens_listadas_abaixo_voce_utiliza_no_trabalho_python,binaria_multiselect,28.7,grupo_nao_exibido_ao_respondente
2023-2024,quais_das_linguagens_listadas_abaixo_voce_utiliza_no_trabalho_c_c++_c#,binaria_multiselect,28.7,grupo_nao_exibido_ao_respondente
2023-2024,quais_das_linguagens_listadas_abaixo_voce_utiliza_no_trabalho_net,binaria_multiselect,28.7,grupo_nao_exibido_ao_respondente
2023-2024,quais_das_linguagens_listadas_abaixo_voce_utiliza_no_trabalho_java,binaria_multiselect,28.7,grupo_nao_exibido_ao_respondente
2023-2024,quais_das_linguagens_listadas_abaixo_voce_utiliza_no_trabalho_julia,binaria_multiselect,28.7,grupo_nao_exibido_ao_respondente
2023-2024,quais_das_linguagens_listadas_abaixo_voce_utiliza_no_trabalho_sas_stata,binaria_multiselect,28.7,grupo_nao_exibido_ao_respondente
2023-2024,quais_das_linguagens_listadas_abaixo_voce_utiliza_no_trabalho_visual_basic_vba,binaria_multiselect,28.7,grupo_nao_exibido_ao_respondente
2023-2024,quais_das_linguagens_listadas_abaixo_voce_utiliza_no_trabalho_scala,binaria_multiselect,28.7,grupo_nao_exibido_ao_respondente
2023-2024,quais_das_linguagens_listadas_abaixo_voce_utiliza_no_trabalho_matlab,binaria_multiselect,28.7,grupo_nao_exibido_ao_respondente
2023-2024,quais_das_linguagens_listadas_abaixo_voce_utiliza_no_trabalho_rust,binaria_multiselect,28.7,grupo_nao_exibido_ao_respondente
2023-2024,quais_das_linguagens_listadas_abaixo_voce_utiliza_no_trabalho_php,binaria_multiselect,28.7,grupo_nao_exibido_ao_respondente
2023-2024,quais_das_linguagens_listadas_abaixo_voce_utiliza_no_trabalho_javascript,binaria_multiselect,28.7,grupo_nao_exibido_ao_respondente
2023-2024,quais_das_linguagens_listadas_abaixo_voce_utiliza_no_trabalho_nao_utilizo_nenhuma_linguagem,binaria_multiselect,28.7,grupo_nao_exibido_ao_respondente
2023-2024,quais_dos_bancos_de_dados_fontes_de_dados_listados_abaixo_voce_utiliza_no_trabalho_mysql,binaria_multiselect,28.7,grupo_nao_exibido_ao_respondente
2023-2024,quais_dos_bancos_de_dados_fontes_de_dados_listados_abaixo_voce_utiliza_no_trabalho_oracle,binaria_multiselect,28.7,grupo_nao_exibido_ao_respondente
2023-2024,quais_dos_bancos_de_dados_fontes_de_dados_listados_abaixo_voce_utiliza_no_trabalho_sql_server,binaria_multiselect,28.7,grupo_nao_exibido_ao_respondente
2023-2024,quais_dos_bancos_de_dados_fontes_de_dados_listados_abaixo_voce_utiliza_no_trabalho_amazon_aurora_ou_rds,binaria_multiselect,28.7,grupo_nao_exibido_ao_respondente
2023-2024,quais_dos_bancos_de_dados_fontes_de_dados_listados_abaixo_voce_utiliza_no_trabalho_dynamodb,binaria_multiselect,28.7,grupo_nao_exibido_ao_respondente
2023-2024,quais_dos_bancos_de_dados_fontes_de_dados_listados_abaixo_voce_utiliza_no_trabalho_coachdb,binaria_multiselect,28.7,grupo_nao_exibido_ao_respondente
2023-2024,quais_dos_bancos_de_dados_fontes_de_dados_listados_abaixo_voce_utiliza_no_trabalho_cassandra,binaria_multiselect,28.7,grupo_nao_exibido_ao_respondente
2023-2024,quais_dos_bancos_de_dados_fontes_de_dados_listados_abaixo_voce_utiliza_no_trabalho_mongodb,binaria_multiselect,28.7,grupo_nao_exibido_ao_respondente
2023-2024,quais_dos_bancos_de_dados_fontes_de_dados_listados_abaixo_voce_utiliza_no_trabalho_mariadb,binaria_multiselect,28.7,grupo_nao_exibido_ao_respondente
2023-2024,quais_dos_bancos_de_dados_fontes_de_dados_listados_abaixo_voce_utiliza_no_trabalho_datomic,binaria_multiselect,28.7,grupo_nao_exibido_ao_respondente
2023-2024,quais_dos_bancos_de_dados_fontes_de_dados_listados_abaixo_voce_utiliza_no_trabalho_s3,binaria_multiselect,28.7,grupo_nao_exibido_ao_respondente
2023-2024,quais_dos_bancos_de_dados_fontes_de_dados_listados_abaixo_voce_utiliza_no_trabalho_postgresql,binaria_multiselect,28.7,grupo_nao_exibido_ao_respondente
2023-2024,quais_dos_bancos_de_dados_fontes_de_dados_listados_abaixo_voce_utiliza_no_trabalho_elasticsearch,binaria_multiselect,28.7,grupo_nao_exibido_ao_respondente
2023-2024,quais_dos_bancos_de_dados_fontes_de_dados_listados_abaixo_voce_utiliza_no_trabalho_db2,binaria_multiselect,28.7,grupo_nao_exibido_ao_respondente
2023-2024,quais_dos_bancos_de_dados_fontes_de_dados_listados_abaixo_voce_utiliza_no_trabalho_microsoft_access,binaria_multiselect,28.7,grupo_nao_exibido_ao_respondente
2023-2024,quais_dos_bancos_de_dados_fontes_de_dados_listados_abaixo_voce_utiliza_no_trabalho_sqlite,binaria_multiselect,28.7,grupo_nao_exibido_ao_respondente
2023-2024,quais_dos_bancos_de_dados_fontes_de_dados_listados_abaixo_voce_utiliza_no_trabalho_sybase,binaria_multiselect,28.7,grupo_nao_exibido_ao_respondente
2023-2024,quais_dos_bancos_de_dados_fontes_de_dados_listados_abaixo_voce_utiliza_no_trabalho_firebase,binaria_multiselect,28.7,grupo_nao_exibido_ao_respondente
2023-2024,quais_dos_bancos_de_dados_fontes_de_dados_listados_abaixo_voce_utiliza_no_trabalho_vertica,binaria_multiselect,28.7,grupo_nao_exibido_ao_respondente
2023-2024,quais_dos_bancos_de_dados_fontes_de_dados_listados_abaixo_voce_utiliza_no_trabalho_redis,binaria_multiselect,28.7,grupo_nao_exibido_ao_respondente
2023-2024,quais_dos_bancos_de_dados_fontes_de_dados_listados_abaixo_voce_utiliza_no_trabalho_neo4j,binaria_multiselect,28.7,grupo_nao_exibido_ao_respondente
2023-2024,quais_dos_bancos_de_dados_fontes_de_dados_listados_abaixo_voce_utiliza_no_trabalho_google_bigquery,binaria_multiselect,28.7,grupo_nao_exibido_ao_respondente
2023-2024,quais_dos_bancos_de_dados_fontes_de_dados_listados_abaixo_voce_utiliza_no_trabalho_google_firestore,binaria_multiselect,28.7,grupo_nao_exibido_ao_respondente
2023-2024,quais_dos_bancos_de_dados_fontes_de_dados_listados_abaixo_voce_utiliza_no_trabalho_amazon_redshift,binaria_multiselect,28.7,grupo_nao_exibido_ao_respondente
2023-2024,quais_dos_bancos_de_dados_fontes_de_dados_listados_abaixo_voce_utiliza_no_trabalho_amazon_athena,binaria_multiselect,28.7,grupo_nao_exibido_ao_respondente
